Time(dd/mm/yyyy),Time_min,Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa),flag
28/01/2024 12:10:18 PM,4904,656,17.7,40,1012.3,
28/01/2024 12:11:18 PM,4905,659,17.7,40,1012.4,
28/01/2024 12:12:18 PM,4906,658,17.7,40,1012.3,
28/01/2024 12:13:18 PM,4907,664,17.7,40,1012.2,
28/01/2024 12:14:18 PM,4908,654,17.7,40,1012.2,
28/01/2024 12:15:18 PM,4909,798,17.7,40,1012.2,
28/01/2024 12:16:18 PM,4910,796,17.8,41,1012.2,
28/01/2024 12:17:18 PM,4911,825,17.8,41,1012.2,
28/01/2024 12:18:18 PM,4912,819,17.8,41,1012.2,
28/01/2024 12:19:18 PM,4913,844,17.8,41,1012.2,
28/01/2024 12:20:18 PM,4914,863,17.8,41,1012.1,
28/01/2024 12:21:18 PM,4915,889,17.8,41,1012.1,
28/01/2024 12:22:18 PM,4916,906,17.8,41,1012,
28/01/2024 12:23:18 PM,4917,905,17.8,41,1012,
28/01/2024 12:24:18 PM,4918,906,17.8,41,1011.9,
28/01/2024 12:25:18 PM,4919,921,17.9,41,1011.9,
28/01/2024 12:26:18 PM,4920,933,17.9,41,1011.9,
28/01/2024 12:27:18 PM,4921,935,17.9,41,1011.9,
28/01/2024 12:28:18 PM,4922,953,17.8,41,1011.9,
28/01/2024 12:29:18 PM,4923,943,17.9,41,1011.9,
28/01/2024 12:30:18 PM,4924,960,17.9,41,1011.8,
28/01/2024 12:31:18 PM,4925,971,17.8,41,1011.7,
28/01/2024 12:32:18 PM,4926,972,17.9,41,1011.7,
28/01/2024 12:33:18 PM,4927,984,17.8,41,1011.7,
28/01/2024 12:34:18 PM,4928,982,17.8,41,1011.7,
28/01/2024 12:35:18 PM,4929,989,17.8,41,1011.6,
28/01/2024 12:36:18 PM,4930,993,17.8,42,1011.5,
28/01/2024 12:37:18 PM,4931,997,17.8,42,1011.6,
28/01/2024 12:38:18 PM,4932,1003,17.8,42,1011.5,
28/01/2024 12:39:18 PM,4933,1004,17.9,42,1011.5,
28/01/2024 12:40:18 PM,4934,990,17.9,42,1011.5,
28/01/2024 12:41:18 PM,4935,1012,17.9,42,1011.3,
28/01/2024 12:42:18 PM,4936,1003,17.9,42,1011.3,
28/01/2024 12:43:18 PM,4937,1007,17.9,42,1011.3,
28/01/2024 12:44:18 PM,4938,1031,17.9,42,1011.2,
28/01/2024 12:45:18 PM,4939,1022,17.9,42,1011.1,
28/01/2024 12:46:18 PM,4940,1015,17.9,42,1011.1,
28/01/2024 12:47:18 PM,4941,1032,17.9,42,1011,
28/01/2024 12:48:18 PM,4942,1000,17.9,42,1010.9,
28/01/2024 12:49:18 PM,4943,990,17.9,42,1010.9,
28/01/2024 12:50:18 PM,4944,989,17.9,42,1010.8,
28/01/2024 12:51:18 PM,4945,999,17.9,42,1010.8,
28/01/2024 12:52:18 PM,4946,996,17.9,42,1010.7,
28/01/2024 12:53:18 PM,4947,995,17.9,42,1010.7,
28/01/2024 12:54:18 PM,4948,991,18,42,1010.5,
28/01/2024 12:55:18 PM,4949,962,18,42,1010.5,
28/01/2024 12:56:18 PM,4950,953,18,42,1010.4,
28/01/2024 12:57:18 PM,4951,971,18,42,1010.6,
28/01/2024 12:58:18 PM,4952,965,18.1,42,1010.6,
28/01/2024 12:59:18 PM,4953,957,18.1,43,1010.6,
28/01/2024 1:00:18 PM,4954,957,18.1,43,1010.5,
28/01/2024 1:01:18 PM,4955,955,18.1,43,1010.5,
28/01/2024 1:02:18 PM,4956,941,18.1,43,1010.4,
28/01/2024 1:03:18 PM,4957,955,18.1,43,1010.3,
28/01/2024 1:04:18 PM,4958,947,18.1,43,1010.3,
28/01/2024 1:05:18 PM,4959,956,18.1,43,1010.3,
28/01/2024 1:06:18 PM,4960,963,18.1,43,1010.2,
28/01/2024 1:07:18 PM,4961,949,18.1,43,1010.2,
28/01/2024 1:08:18 PM,4962,922,18.1,43,1010.3,
28/01/2024 1:09:18 PM,4963,942,18.1,43,1010.2,
28/01/2024 1:10:18 PM,4964,920,18.1,43,1010.3,
28/01/2024 1:11:18 PM,4965,914,18.1,43,1010.2,
28/01/2024 1:12:18 PM,4966,919,18.1,43,1010.1,
28/01/2024 1:13:18 PM,4967,896,18.1,43,1010,
28/01/2024 1:14:18 PM,4968,911,18.1,43,1009.8,
28/01/2024 1:15:18 PM,4969,885,18.1,43,1009.7,
28/01/2024 1:16:18 PM,4970,886,18.1,43,1009.6,
28/01/2024 1:17:18 PM,4971,883,18.1,43,1009.7,
28/01/2024 1:18:18 PM,4972,867,18.1,43,1009.6,
28/01/2024 1:19:18 PM,4973,873,18.1,43,1009.5,
28/01/2024 1:20:18 PM,4974,857,18.1,42,1009.5,
28/01/2024 1:21:18 PM,4975,865,18.1,42,1009.5,
28/01/2024 1:22:18 PM,4976,853,18.1,42,1009.5,
28/01/2024 1:23:18 PM,4977,854,18.1,43,1009.4,
28/01/2024 1:24:18 PM,4978,849,18,42,1009.5,
28/01/2024 1:25:18 PM,4979,856,18,43,1009.5,
28/01/2024 1:26:18 PM,4980,861,18,43,1009.5,
28/01/2024 1:27:18 PM,4981,843,18,43,1009.5,
28/01/2024 1:28:18 PM,4982,829,18,42,1009.5,
28/01/2024 1:29:18 PM,4983,829,18,43,1009.5,
28/01/2024 1:30:18 PM,4984,824,17.9,42,1009.4,
28/01/2024 1:31:18 PM,4985,822,18,42,1009.5,
28/01/2024 1:32:18 PM,4986,824,18,43,1009.4,
28/01/2024 1:33:18 PM,4987,820,17.9,43,1009.4,
28/01/2024 1:34:18 PM,4988,826,17.9,43,1009.4,
28/01/2024 1:35:18 PM,4989,820,17.9,43,1009.3,
28/01/2024 1:36:18 PM,4990,810,17.9,43,1009.4,
28/01/2024 1:37:18 PM,4991,807,17.9,43,1009.3,
28/01/2024 1:38:18 PM,4992,821,17.9,43,1009.3,
28/01/2024 1:39:18 PM,4993,824,17.9,43,1009.2,
28/01/2024 1:40:18 PM,4994,822,17.9,43,1009.2,
28/01/2024 1:41:18 PM,4995,826,17.9,43,1009,
28/01/2024 1:42:18 PM,4996,820,17.9,43,1008.7,
28/01/2024 1:43:18 PM,4997,825,17.9,43,1008.5,
28/01/2024 1:44:18 PM,4998,824,17.9,43,1008.4,
28/01/2024 1:45:18 PM,4999,810,17.9,43,1008.3,
28/01/2024 1:46:18 PM,5000,814,17.9,43,1008.2,
28/01/2024 1:47:18 PM,5001,785,17.9,43,1008.2,
28/01/2024 1:48:18 PM,5002,804,17.9,43,1008.2,
28/01/2024 1:49:18 PM,5003,794,17.9,43,1008.1,
28/01/2024 1:50:18 PM,5004,796,17.9,43,1008.4,
28/01/2024 1:51:18 PM,5005,791,17.9,43,1008.4,
28/01/2024 1:52:18 PM,5006,833,17.9,43,1008.5,
28/01/2024 1:53:18 PM,5007,816,17.9,43,1008.4,
28/01/2024 1:54:18 PM,5008,820,17.9,43,1008.4,
28/01/2024 1:55:18 PM,5009,833,17.9,43,1008.3,
28/01/2024 1:56:18 PM,5010,837,17.9,43,1008.2,
28/01/2024 1:57:18 PM,5011,831,17.9,43,1008.1,
28/01/2024 1:58:18 PM,5012,836,17.9,43,1008,
28/01/2024 1:59:18 PM,5013,831,17.9,43,1008,
28/01/2024 2:00:18 PM,5014,851,17.9,43,1007.9,
28/01/2024 2:01:18 PM,5015,863,17.9,43,1007.8,
28/01/2024 2:02:18 PM,5016,866,17.9,43,1007.8,
28/01/2024 2:03:18 PM,5017,846,17.9,43,1007.8,
28/01/2024 2:04:18 PM,5018,866,18,43,1007.8,
28/01/2024 2:05:18 PM,5019,847,18.1,43,1007.6,
28/01/2024 2:06:18 PM,5020,864,18.2,45,1007.6,
28/01/2024 2:07:18 PM,5021,860,18.2,44,1007.5,
28/01/2024 2:08:18 PM,5022,846,18.2,43,1007.4,
28/01/2024 2:09:18 PM,5023,857,18.2,43,1007.5,
28/01/2024 2:10:18 PM,5024,860,18.2,43,1007.5,
28/01/2024 2:11:18 PM,5025,875,18.3,44,1007.5,
28/01/2024 2:12:18 PM,5026,877,18.3,43,1007.6,
28/01/2024 2:13:18 PM,5027,882,18.3,44,1007.5,
28/01/2024 2:14:18 PM,5028,886,18.3,44,1007.6,
28/01/2024 2:15:18 PM,5029,876,18.4,44,1007.5,
28/01/2024 2:16:18 PM,5030,914,18.4,44,1007.5,
28/01/2024 2:17:18 PM,5031,903,18.4,44,1007.4,
28/01/2024 2:18:18 PM,5032,912,18.4,44,1007.4,
28/01/2024 2:19:18 PM,5033,906,18.6,44,1007.4,
28/01/2024 2:20:18 PM,5034,895,18.6,44,1007.4,
28/01/2024 2:21:18 PM,5035,909,18.6,44,1007.3,
28/01/2024 2:22:18 PM,5036,918,18.7,44,1007.3,
28/01/2024 2:23:18 PM,5037,906,18.7,44,1007.3,
28/01/2024 2:24:18 PM,5038,910,18.7,44,1007.3,
28/01/2024 2:25:18 PM,5039,932,18.8,44,1007.3,
28/01/2024 2:26:18 PM,5040,925,18.8,44,1007.3,
28/01/2024 2:27:18 PM,5041,894,18.8,43,1007.3,
28/01/2024 2:28:18 PM,5042,901,18.9,43,1007.3,
28/01/2024 2:29:18 PM,5043,906,18.9,43,1007.3,
28/01/2024 2:30:18 PM,5044,913,18.9,43,1007.2,
28/01/2024 2:31:18 PM,5045,902,19,43,1007.2,
28/01/2024 2:32:18 PM,5046,908,19.1,43,1007.2,
28/01/2024 2:33:18 PM,5047,929,19.2,43,1007.2,
28/01/2024 2:34:18 PM,5048,915,19.2,43,1007.1,
28/01/2024 2:35:18 PM,5049,911,19.3,43,1007.1,
28/01/2024 2:36:18 PM,5050,931,19.3,43,1007.2,
28/01/2024 2:37:18 PM,5051,908,19.3,43,1007.1,
28/01/2024 2:38:18 PM,5052,907,19.4,43,1007,
28/01/2024 2:39:18 PM,5053,929,19.4,43,1007,
28/01/2024 2:40:18 PM,5054,918,19.5,43,1007,
28/01/2024 2:41:18 PM,5055,927,19.5,43,1007,
28/01/2024 2:42:18 PM,5056,919,19.5,43,1006.9,
28/01/2024 2:43:18 PM,5057,908,19.6,43,1007,
28/01/2024 2:44:17 PM,5058,936,19.6,43,1007,
28/01/2024 2:45:17 PM,5059,919,19.7,43,1007,
28/01/2024 2:46:17 PM,5060,934,19.7,43,1007,
28/01/2024 2:47:17 PM,5061,924,19.8,43,1007,
28/01/2024 2:48:17 PM,5062,963,19.8,43,1006.9,
28/01/2024 2:49:17 PM,5063,959,19.8,43,1006.9,
28/01/2024 2:50:17 PM,5064,956,19.9,43,1006.8,
28/01/2024 2:51:17 PM,5065,939,19.9,43,1006.8,
28/01/2024 2:52:17 PM,5066,945,19.9,43,1006.8,
28/01/2024 2:53:17 PM,5067,938,19.8,42,1006.8,
28/01/2024 2:54:17 PM,5068,921,19.8,42,1006.8,
28/01/2024 2:55:17 PM,5069,915,19.8,42,1006.8,
28/01/2024 2:56:17 PM,5070,905,19.8,42,1006.8,
28/01/2024 2:57:17 PM,5071,901,19.8,42,1006.9,
28/01/2024 2:58:17 PM,5072,891,19.7,42,1006.9,
28/01/2024 2:59:17 PM,5073,904,19.7,42,1006.9,
28/01/2024 3:00:17 PM,5074,882,19.7,42,1006.8,
28/01/2024 3:01:17 PM,5075,887,19.6,42,1006.9,
28/01/2024 3:02:17 PM,5076,881,19.6,42,1006.9,
28/01/2024 3:03:17 PM,5077,887,19.6,42,1006.9,
28/01/2024 3:04:17 PM,5078,868,19.6,42,1006.9,
28/01/2024 3:05:17 PM,5079,878,19.6,43,1006.9,
28/01/2024 3:06:17 PM,5080,883,19.6,43,1006.9,
28/01/2024 3:07:17 PM,5081,868,19.7,42,1006.8,
28/01/2024 3:08:17 PM,5082,935,19.8,43,1006.8,
28/01/2024 3:09:17 PM,5083,904,19.9,43,1006.8,
28/01/2024 3:10:17 PM,5084,912,20,42,1006.7,
28/01/2024 3:11:17 PM,5085,932,20,42,1006.8,
28/01/2024 3:12:17 PM,5086,940,20.1,42,1006.6,
28/01/2024 3:13:17 PM,5087,945,20.2,42,1006.7,
28/01/2024 3:14:17 PM,5088,960,20.2,42,1006.6,
28/01/2024 3:15:17 PM,5089,947,20.3,42,1006.5,
28/01/2024 3:16:17 PM,5090,983,20.3,42,1006.5,
28/01/2024 3:17:17 PM,5091,981,20.4,42,1006.5,
28/01/2024 3:18:17 PM,5092,980,20.4,42,1006.4,
28/01/2024 3:19:17 PM,5093,983,20.4,42,1006.4,
28/01/2024 3:20:17 PM,5094,986,20.4,42,1006.4,
28/01/2024 3:21:17 PM,5095,994,20.4,42,1006.4,
28/01/2024 3:22:17 PM,5096,1007,20.4,42,1006.4,
28/01/2024 3:23:17 PM,5097,1022,20.4,42,1006.4,
28/01/2024 3:24:17 PM,5098,1008,20.3,42,1006.4,
28/01/2024 3:25:17 PM,5099,996,20.2,42,1006.4,
28/01/2024 3:26:17 PM,5100,994,20.2,42,1006.4,
28/01/2024 3:27:17 PM,5101,996,20.2,42,1006.4,
28/01/2024 3:28:17 PM,5102,977,20.1,42,1006.4,
28/01/2024 3:29:17 PM,5103,967,20.1,42,1006.4,
28/01/2024 3:30:17 PM,5104,961,20.1,42,1006.4,
28/01/2024 3:31:17 PM,5105,969,20.1,43,1006.4,
28/01/2024 3:32:17 PM,5106,969,20.1,43,1006.3,
28/01/2024 3:33:17 PM,5107,972,20.1,42,1006.3,
28/01/2024 3:34:17 PM,5108,956,20.1,43,1006.3,
28/01/2024 3:35:17 PM,5109,971,20.1,43,1006.3,
28/01/2024 3:36:17 PM,5110,956,20.2,43,1006.2,
28/01/2024 3:37:17 PM,5111,965,20.2,43,1006.1,
28/01/2024 3:38:17 PM,5112,952,20.3,43,1006,
28/01/2024 3:39:17 PM,5113,952,20.3,43,1005.9,
28/01/2024 3:40:17 PM,5114,975,20.3,42,1006,
28/01/2024 3:41:17 PM,5115,968,20.4,42,1006,
28/01/2024 3:42:17 PM,5116,967,20.4,42,1006,
28/01/2024 3:43:17 PM,5117,969,20.4,42,1006,
28/01/2024 3:44:17 PM,5118,968,20.4,42,1006,
28/01/2024 3:45:17 PM,5119,973,20.5,42,1006,
28/01/2024 3:46:17 PM,5120,938,20.4,42,1006,
28/01/2024 3:47:17 PM,5121,974,20.4,42,1006,
28/01/2024 3:48:17 PM,5122,964,20.4,42,1006,
28/01/2024 3:49:17 PM,5123,953,20.4,42,1006,
28/01/2024 3:50:17 PM,5124,964,20.4,42,1006,
28/01/2024 3:51:17 PM,5125,952,20.4,42,1006,
28/01/2024 3:52:17 PM,5126,948,20.3,42,1006,
28/01/2024 3:53:17 PM,5127,974,20.3,42,1005.9,
28/01/2024 3:54:17 PM,5128,976,20.4,43,1005.9,
28/01/2024 3:55:17 PM,5129,949,20.4,42,1005.9,
10/2/2024 21:06,5130,2076,19.5,46,1007.6,
10/2/2024 21:07,5131,2095,19.5,45,1007.5,
10/2/2024 21:08,5132,2119,19.5,46,1007.5,
10/2/2024 21:09,5133,2155,19.5,46,1007.5,
10/2/2024 21:10,5134,2131,19.5,46,1007.6,
10/2/2024 21:11,5135,2181,19.5,46,1007.7,
10/2/2024 21:12,5136,2183,19.5,46,1007.7,
10/2/2024 21:13,5137,2187,19.5,46,1007.7,
10/2/2024 21:14,5138,2209,19.5,46,1007.7,
10/2/2024 21:15,5139,2203,19.5,46,1007.7,
10/2/2024 21:16,5140,2209,19.5,46,1007.6,
10/2/2024 21:17,5141,2207,19.5,46,1007.6,
10/2/2024 21:18,5142,2226,19.5,46,1007.7,
10/2/2024 21:19,5143,2250,19.5,46,1007.7,
10/2/2024 21:20,5144,2273,19.5,46,1007.8,
10/2/2024 21:21,5145,2263,19.6,46,1007.7,
10/2/2024 21:22,5146,2259,19.6,46,1007.8,
10/2/2024 21:23,5147,2256,19.6,46,1007.8,
10/2/2024 21:24,5148,2221,19.6,46,1007.9,
10/2/2024 21:25,5149,2272,19.6,46,1007.9,
10/2/2024 21:26,5150,2246,19.6,46,1008,
10/2/2024 21:27,5151,2239,19.6,46,1008,
10/2/2024 21:28,5152,2237,19.6,46,1008,
10/2/2024 21:29,5153,2270,19.6,46,1008,
10/2/2024 21:30,5154,2238,19.6,46,1008.1,
10/2/2024 21:31,5155,2221,19.6,46,1008,
10/2/2024 21:32,5156,2249,19.6,46,1008,
10/2/2024 21:33,5157,2253,19.6,46,1008,
10/2/2024 21:34,5158,2261,19.6,46,1008,
10/2/2024 21:35,5159,2252,19.6,46,1008,
10/2/2024 21:36,5160,2265,19.6,46,1007.9,
10/2/2024 21:37,5161,2250,19.6,46,1008,
10/2/2024 21:38,5162,2240,19.6,46,1007.9,
10/2/2024 21:39,5163,2227,19.6,46,1007.9,
10/2/2024 21:40,5164,2240,19.6,46,1008,
10/2/2024 21:41,5165,2249,19.6,46,1008,
10/2/2024 21:42,5166,2221,19.6,46,1008,
10/2/2024 21:43,5167,2229,19.6,46,1007.9,
10/2/2024 21:44,5168,2197,19.6,46,1007.9,
10/2/2024 21:45,5169,2244,19.6,46,1007.9,
10/2/2024 21:46,5170,2240,19.7,46,1007.9,
10/2/2024 21:47,5171,2276,19.7,46,1007.9,
10/2/2024 21:48,5172,2285,19.6,46,1008,
10/2/2024 21:49,5173,2277,19.7,46,1008.1,
10/2/2024 21:50,5174,2294,19.7,46,1008.1,
10/2/2024 21:51,5175,2296,19.7,46,1008.1,
10/2/2024 21:52,5176,2325,19.7,46,1008.1,
10/2/2024 21:53,5177,2337,19.7,46,1008.1,
10/2/2024 21:54,5178,2346,19.7,46,1008.1,
10/2/2024 21:55,5179,2363,19.7,46,1008.1,
10/2/2024 21:56,5180,2382,19.7,46,1008.1,
10/2/2024 21:57,5181,2409,19.7,46,1008,
10/2/2024 21:58,5182,2407,19.7,46,1008,
10/2/2024 21:59,5183,2402,19.7,46,1008,
10/2/2024 22:00,5184,2451,19.7,46,1008,
10/2/2024 22:01,5185,2464,19.7,46,1008.1,
10/2/2024 22:02,5186,2468,19.7,46,1008.1,
10/2/2024 22:03,5187,2486,19.7,46,1008.1,
10/2/2024 22:04,5188,2512,19.7,46,1008.1,
10/2/2024 22:05,5189,2511,19.7,46,1008,
10/2/2024 22:06,5190,2537,19.7,46,1008,
10/2/2024 22:07,5191,2543,19.7,46,1008,
10/2/2024 22:08,5192,2525,19.7,46,1008,
10/2/2024 22:09,5193,2555,19.7,46,1008.2,
10/2/2024 22:10,5194,2566,19.7,46,1008.1,
10/2/2024 22:11,5195,2593,19.7,46,1008.1,
10/2/2024 22:12,5196,2585,19.7,46,1008.1,
10/2/2024 22:13,5197,2615,19.8,46,1008.1,
10/2/2024 22:14,5198,2601,19.8,46,1008.1,
10/2/2024 22:15,5199,2626,19.8,46,1008,
10/2/2024 22:16,5200,2632,19.7,46,1008,
10/2/2024 22:17,5201,2669,19.8,46,1008.1,
10/2/2024 22:18,5202,2638,19.8,46,1008.1,
10/2/2024 22:19,5203,2683,19.8,46,1008,
10/2/2024 22:20,5204,2670,19.8,46,1008,
10/2/2024 22:21,5205,2674,19.8,46,1008.1,
10/2/2024 22:22,5206,2702,19.8,46,1008,
10/2/2024 22:23,5207,2720,19.8,46,1008,
10/2/2024 22:24,5208,2699,19.8,46,1008.1,
10/2/2024 22:25,5209,2717,19.8,46,1008,
10/2/2024 22:26,5210,2708,19.8,46,1008.1,
10/2/2024 22:27,5211,2739,19.8,46,1008.1,
10/2/2024 22:28,5212,2724,19.8,46,1008.1,
10/2/2024 22:29,5213,2766,19.8,46,1008.1,
10/2/2024 22:30,5214,2754,19.8,46,1008.1,
10/2/2024 22:31,5215,2770,19.8,46,1008,
10/2/2024 22:32,5216,2746,19.8,46,1008,
10/2/2024 22:33,5217,2741,19.8,46,1008,
10/2/2024 22:34,5218,2782,19.8,46,1008,
10/2/2024 22:35,5219,2795,19.8,46,1008,
10/2/2024 22:36,5220,2770,19.8,46,1008,
10/2/2024 22:37,5221,2800,19.8,46,1008.1,
10/2/2024 22:38,5222,2797,19.8,46,1008,
10/2/2024 22:39,5223,2827,19.8,46,1008.1,
10/2/2024 22:40,5224,2810,19.8,46,1008.1,
10/2/2024 22:41,5225,2786,19.8,46,1008,
10/2/2024 22:42,5226,2808,19.9,46,1008,
10/2/2024 22:43,5227,2828,19.8,46,1007.9,
10/2/2024 22:44,5228,2811,19.9,46,1008,
10/2/2024 22:45,5229,2839,19.9,46,1008,
10/2/2024 22:46,5230,2822,19.9,46,1008,
10/2/2024 22:47,5231,2831,19.9,46,1007.9,
10/2/2024 22:48,5232,2860,19.9,46,1007.9,
10/2/2024 22:49,5233,2857,19.9,46,1007.9,
10/2/2024 22:50,5234,2844,19.9,46,1007.9,
10/2/2024 22:51,5235,2843,19.9,46,1007.9,
10/2/2024 22:52,5236,2860,19.9,46,1007.9,
10/2/2024 22:53,5237,2875,19.9,46,1008,
10/2/2024 22:54,5238,2821,19.9,46,1007.9,
10/2/2024 22:55,5239,2814,19.9,46,1007.9,
10/2/2024 22:56,5240,2806,19.9,46,1007.9,
10/2/2024 22:57,5241,2773,20,46,1007.8,
10/2/2024 22:58,5242,2796,20,47,1007.8,
10/2/2024 22:59,5243,2781,20,47,1007.8,
10/2/2024 23:00,5244,2770,20,47,1007.7,
10/2/2024 23:01,5245,2776,20,46,1007.8,
10/2/2024 23:02,5246,2760,20,47,1007.8,
10/2/2024 23:03,5247,2726,20,47,1007.9,
10/2/2024 23:04,5248,2726,20,46,1007.9,
10/2/2024 23:05,5249,2716,20,47,1007.8,
10/2/2024 23:06,5250,2716,20,46,1007.9,
10/2/2024 23:07,5251,2715,20,46,1007.9,
10/2/2024 23:08,5252,2699,20,46,1007.9,
10/2/2024 23:09,5253,2682,20,46,1008,
10/2/2024 23:10,5254,2665,20,46,1008,
10/2/2024 23:11,5255,2685,20,46,1008,
10/2/2024 23:12,5256,2651,20,46,1008,
10/2/2024 23:13,5257,2658,20,46,1008,
10/2/2024 23:14,5258,2624,20,46,1008,
10/2/2024 23:15,5259,2654,20,46,1008.1,
10/2/2024 23:16,5260,2625,20,46,1008.1,
10/2/2024 23:17,5261,2607,20,46,1008.1,
10/2/2024 23:18,5262,2616,20,46,1008.1,
10/2/2024 23:19,5263,2609,20,46,1008.1,
10/2/2024 23:20,5264,2614,20,46,1008.1,
10/2/2024 23:21,5265,2586,20,46,1008.2,
10/2/2024 23:22,5266,2575,20,46,1008.2,
10/2/2024 23:23,5267,2536,20,46,1008.1,
10/2/2024 23:24,5268,2550,20,46,1008.1,
10/2/2024 23:25,5269,2543,20,46,1008.1,
10/2/2024 23:26,5270,2543,20,46,1008.1,
10/2/2024 23:27,5271,2539,20,46,1008.1,
10/2/2024 23:28,5272,2576,20,46,1008.2,
10/2/2024 23:29,5273,2557,20,46,1008.1,
10/2/2024 23:30,5274,2569,20,46,1008.2,
10/2/2024 23:31,5275,2538,20,46,1008.1,
10/2/2024 23:32,5276,2575,20,46,1008.1,
10/2/2024 23:33,5277,2550,20,46,1008.2,
10/2/2024 23:34,5278,2586,20,46,1008.2,
10/2/2024 23:35,5279,2582,20,46,1008.2,
10/2/2024 23:36,5280,2528,20,46,1008.2,
10/2/2024 23:37,5281,2547,20,46,1008.2,
10/2/2024 23:38,5282,2530,20,46,1008.1,
10/2/2024 23:39,5283,2528,20,46,1008.1,
10/2/2024 23:40,5284,2510,20,46,1008.2,
10/2/2024 23:41,5285,2513,20,46,1008.2,
10/2/2024 23:42,5286,2479,20,46,1008.2,
10/2/2024 23:43,5287,2469,20,46,1008.1,
10/2/2024 23:44,5288,2483,20,46,1008.2,
10/2/2024 23:45,5289,2451,20,46,1008.1,
10/2/2024 23:46,5290,2434,20,46,1008.1,
10/2/2024 23:47,5291,2415,20,46,1008.1,
10/2/2024 23:48,5292,2387,20,46,1008.2,
10/2/2024 23:49,5293,2424,20,46,1008.2,
10/2/2024 23:50,5294,2397,20,46,1008.2,
10/2/2024 23:51,5295,2387,20,46,1008.2,
10/2/2024 23:52,5296,2399,20,46,1008.3,
10/2/2024 23:53,5297,2390,20,46,1008.3,
10/2/2024 23:54,5298,2342,20,46,1008.2,
10/2/2024 23:55,5299,2369,20,46,1008.3,
10/2/2024 23:56,5300,2377,20,46,1008.2,
10/2/2024 23:57,5301,2366,20,46,1008.2,
10/2/2024 23:58,5302,2357,20,46,1008.2,
10/2/2024 23:59,5303,2343,20,46,1008.2,
11/2/2024 0:00,5304,2330,20,46,1008.2,
11/2/2024 0:01,5305,2349,20,46,1008.1,
11/2/2024 0:02,5306,2335,20,46,1008.2,
11/2/2024 0:03,5307,2324,20,46,1008.2,
11/2/2024 0:04,5308,2315,20,46,1008.3,
11/2/2024 0:05,5309,2332,19.9,46,1008.3,
11/2/2024 0:06,5310,2311,19.9,46,1008.3,
11/2/2024 0:07,5311,2312,19.9,46,1008.2,
11/2/2024 0:08,5312,2328,19.9,46,1008.2,
11/2/2024 0:09,5313,2335,19.9,46,1008.2,
11/2/2024 0:10,5314,2319,19.9,46,1008.2,
11/2/2024 0:11,5315,2343,19.9,46,1008.2,
11/2/2024 0:12,5316,2342,19.9,46,1008.2,
11/2/2024 0:13,5317,2350,19.9,46,1008.1,
11/2/2024 0:14,5318,2375,19.9,46,1008.1,
11/2/2024 0:15,5319,2390,19.9,46,1008.1,
11/2/2024 0:16,5320,2346,19.9,46,1008.2,
11/2/2024 0:17,5321,2396,19.9,46,1008.1,
11/2/2024 0:18,5322,2379,19.9,46,1008.2,
11/2/2024 0:19,5323,2405,19.9,46,1008.1,
11/2/2024 0:20,5324,2387,19.9,46,1008.2,
11/2/2024 0:21,5325,2388,19.9,46,1008.1,
11/2/2024 0:22,5326,2389,19.9,46,1008,
11/2/2024 0:23,5327,2372,19.9,46,1008.2,
11/2/2024 0:24,5328,2336,19.9,46,1008.1,
11/2/2024 0:25,5329,2335,19.9,46,1008.1,
11/2/2024 0:26,5330,2323,19.8,46,1008.2,
11/2/2024 0:27,5331,2301,19.9,46,1008.1,
11/2/2024 0:28,5332,2296,19.9,46,1008.1,
11/2/2024 0:29,5333,2289,19.9,46,1008.1,
11/2/2024 0:30,5334,2279,19.9,46,1008.1,
11/2/2024 0:31,5335,2255,19.9,46,1008.1,
11/2/2024 0:32,5336,2206,19.8,46,1008.1,
11/2/2024 0:33,5337,2198,19.8,46,1008.1,
11/2/2024 0:34,5338,2180,19.8,46,1008.1,
11/2/2024 0:35,5339,2165,19.8,46,1008.1,
11/2/2024 0:36,5340,2153,19.8,46,1008.1,
11/2/2024 0:37,5341,2174,19.8,46,1008,
11/2/2024 0:38,5342,2138,19.8,46,1008,
11/2/2024 0:39,5343,2140,19.8,46,1008,
11/2/2024 0:40,5344,2124,19.8,46,1008.1,
11/2/2024 0:41,5345,2108,19.8,46,1008.1,
11/2/2024 0:42,5346,2103,19.8,46,1008.1,
11/2/2024 0:43,5347,2128,19.8,46,1008.2,
11/2/2024 0:44,5348,2093,19.8,46,1008.2,
11/2/2024 0:45,5349,2121,19.8,46,1008.2,
11/2/2024 0:46,5350,2104,19.8,46,1008.1,
11/2/2024 0:47,5351,2138,19.8,46,1008.2,
11/2/2024 0:48,5352,2110,19.8,46,1008.1,
11/2/2024 0:49,5353,2144,19.8,46,1008.1,
11/2/2024 0:50,5354,2116,19.8,46,1008.1,
11/2/2024 0:51,5355,2122,19.8,46,1008.1,
11/2/2024 0:52,5356,2149,19.8,46,1008.1,
11/2/2024 0:53,5357,2140,19.8,46,1008,
11/2/2024 0:54,5358,2113,19.8,46,1008,
11/2/2024 0:55,5359,2132,19.8,46,1008.1,
11/2/2024 0:56,5360,2128,19.7,46,1008.1,
11/2/2024 0:57,5361,2084,19.8,46,1008.1,
11/2/2024 0:58,5362,2083,19.8,46,1008.1,
11/2/2024 0:59,5363,2054,19.7,46,1008.1,
